Tiempo_Audio,Tiempo_CSV,Azimut_Estimado,Elevacion_Estimada,Azimut_CSV,Elevacion_CSV,Dif_Azimut,Dif_Elevacion,Distancia_Metros
82.0,0m 3.9s,2,0,4.0,0.0,2.0,0.0,8.777978597849042
82.1,0m 4.0s,2,0,3.9682751382097194,1.9923870559911916,1.9682751382097194,1.9923870559911916,8.767008197879266
82.2,0m 4.1s,6,0,3.936197606349822,1.9948187988951542,2.063802393650178,1.9948187988951542,8.756325267207247
82.3,0m 4.2s,2,0,3.968990420883671,3.984898798976435,1.9689904208836708,3.984898798976435,8.77203741019423
82.4,0m 4.3s,4,8,3.9666992541371826,5.966838875511613,0.033300745862817394,2.0331611244883874,8.796296004505146
82.5,0m 4.4s,4,10,4.142392573297911,9.880217408702602,0.14239257329791144,0.11978259129739754,8.881690290123089
82.6,0m 4.5s,6,14,4.141151734494201,11.804043745206785,1.8588482655057987,2.1959562547932148,8.939939771808849
82.7,0m 4.6s,-68,0,4.142783648089704,15.607764167785634,72.1427836480897,15.607764167785634,9.062988104534869
82.8,0m 4.7s,6,20,4.148855839601822,17.456851729389115,1.851144160398178,2.543148270610885,9.14438132909972
82.9,0m 4.8s,-72,4,4.163526020635857,21.0403881786117,76.16352602063586,17.0403881786117,9.338600797208656
83.0,0m 4.9s,-76,4,4.37376213996842,24.4928939366283,80.37376213996842,20.4928939366283,9.55761577171932
83.1,0m 5.0s,-72,10,4.372394200521228,27.7432896096214,76.37239420052123,17.7432896096214,9.821467782009375
83.2,0m 5.1s,-78,10,4.343065367713365,29.3154857249519,82.34306536771336,19.3154857249519,9.960415395075348
83.3,0m 5.2s,10,34,4.321568881164609,30.822922116728765,5.678431118835391,3.1770778832712345,10.112679305764967
83.4,0m 5.3s,74,12,4.25322545858819,33.72217164552183,69.74677454141181,21.722171645521833,10.431468430127499
83.5,0m 5.4s,128,0,4.229881067029737,35.083176072998114,123.77011893297026,35.083176072998114,10.606073942268717
83.6,0m 5.5s,-94,20,4.2803642475555534,35.10688986903366,98.28036424755555,15.106889869033658,10.599828744034298
83.7,0m 5.6s,6,38,4.240002641833939,36.433841497008686,1.7599973581660606,1.566158502991314,10.777677417547405
83.8,0m 5.7s,68,12,4.2463989517405025,36.496522969298134,63.7536010482595,24.496522969298134,10.761734653355843
83.9,0m 5.8s,-92,24,4.26574902854432,36.532726545364596,96.26574902854432,12.532726545364596,10.752553755636113
84.0,0m 5.9s,64,10,4.2384961923870605,37.84692325712026,59.76150380761294,27.84692325712026,10.929112129261565
84.1,0m 6.0s,4,38,4.222394662996919,37.84124779396926,0.22239466299691912,0.1587522060307407,10.930505668038899
84.2,0m 6.1s,4,38,4.17131232495862,37.86168459512518,0.17131232495862037,0.13831540487481675,10.925489833139682
84.3,0m 6.2s,4,38,4.092195698371199,37.8834038909924,0.09219569837119934,0.11659610900760242,10.920165799063469
84.4,0m 6.3s,4,38,4.012579164211928,37.899612830157494,0.012579164211928173,0.10038716984250584,10.916196916102901
84.5,0m 6.4s,4,38,4.102599710178197,37.873803409837116,0.1025997101781968,0.1261965901628841,10.92251832395687
84.6,0m 6.5s,4,38,4.047028649710057,36.57367273270125,0.04702864971005738,1.4263272672987526,10.74219419735563
84.7,0m 6.6s,4,38,4.102319774372859,36.57035595247128,0.10231977437285877,1.4296440475287184,10.743032409537616
84.8,0m 6.7s,4,38,4.073307568667985,36.55532432262687,0.07330756866798538,1.4446756773731266,10.746833274487749
84.9,0m 6.8s,4,38,4.187810947876699,36.603708328635044,0.18781094787669872,1.3962916713649562,10.734611230690337
85.0,0m 6.9s,4,38,4.193398673892659,36.60702937582034,0.1933986738926592,1.3929706241796609,10.733773617515743
85.1,0m 7.0s,4,38,4.289734039857819,36.64097996857093,0.2897340398578194,1.3590200314290684,10.725220375718685
85.2,0m 7.1s,4,38,4.3123264821648775,36.66362226450723,0.31232648216487746,1.3363777354927677,10.719525719878508
85.3,0m 7.2s,4,38,4.415655817770357,36.67545626838116,0.4156558177703573,1.3245437316188386,10.716552477289829
85.4,0m 7.3s,4,38,4.443075505070738,36.69067232349402,0.44307550507073756,1.3093276765059798,10.712732603133436
85.5,0m 7.4s,4,38,4.53331705140468,36.67322655854226,0.5333170514046799,1.326773441457739,10.717112521233327
85.6,0m 7.5s,4,38,4.589445308403015,36.696548933957246,0.5894453084030147,1.3034510660427543,10.711258256088412
85.7,0m 7.6s,4,38,4.651456812690924,36.68462582711295,0.6514568126909239,1.3153741728870472,10.714250113187378
85.8,0m 7.7s,4,38,4.72129831198734,36.70896532656784,0.72129831198734,1.2910346734321578,10.7081448873762
85.9,0m 7.8s,4,40,4.875859004617553,36.67953648979523,0.8758590046175527,3.3204635102047675,10.715527827503116
86.0,0m 7.9s,4,40,4.979577784140417,36.69302675160731,0.9795777841404174,3.306973248392687,10.712141852730625
86.1,0m 8.0s,4,38,4.875663070243178,36.60255222447985,0.8756630702431778,1.397447775520149,10.7349028549884
86.2,0m 8.1s,6,40,4.914846274247594,36.584025950489945,1.0851537257524058,3.415974049510055,10.739578818890697
86.3,0m 8.2s,4,38,4.847624095693732,36.5061404771054,0.8476240956937318,1.4938595228946028,10.75929379287196
86.4,0m 8.3s,4,38,4.848506637708965,36.47908056074732,0.8485066377089652,1.5209194392526797,10.766165023382477
86.5,0m 8.4s,4,38,4.8130340471686,36.40475699857165,0.8130340471685997,1.5952430014283507,10.785095378564323
86.6,0m 8.5s,4,38,4.817436783218852,36.36778032150233,0.8174367832188523,1.6322196784976697,10.794545004378577
