Tiempo_Audio,Tiempo_CSV,Azimut_Estimado,Elevacion_Estimada,Azimut_CSV,Elevacion_CSV,Dif_Azimut,Dif_Elevacion,Distancia_Metros
82.0,0m 3.9s,2,0,5.0,0.0,3.0,0.0,8.777978597849042
82.1,0m 4.0s,4,2,4.968275138209719,1.9923870559911916,0.9682751382097194,0.007612944008808409,8.767008197879266
82.2,0m 4.1s,4,2,4.936197606349822,1.9948187988951542,0.9361976063498219,0.005181201104845767,8.756325267207247
82.3,0m 4.2s,4,2,4.968990420883671,3.984898798976435,0.9689904208836708,1.984898798976435,8.77203741019423
82.4,0m 4.3s,2,0,4.966699254137183,5.966838875511613,2.9666992541371826,5.966838875511613,8.796296004505146
82.5,0m 4.4s,2,0,5.142392573297911,9.880217408702602,3.1423925732979114,9.880217408702602,8.881690290123089
82.6,0m 4.5s,2,4,5.141151734494201,11.804043745206785,3.1411517344942013,7.804043745206785,8.939939771808849
82.7,0m 4.6s,5,10,5.142783648089704,15.607764167785634,0.14278364808970423,5.607764167785634,9.062988104534869
82.8,0m 4.7s,5,10,5.148855839601822,17.456851729389115,0.14885583960182203,7.456851729389115,9.14438132909972
82.9,0m 4.8s,-68,0,5.163526020635857,21.0403881786117,73.16352602063586,21.0403881786117,9.338600797208656
83.0,0m 4.9s,-68,0,5.37376213996842,24.4928939366283,73.37376213996842,24.4928939366283,9.55761577171932
83.1,0m 5.0s,-68,0,5.372394200521228,27.7432896096214,73.37239420052123,27.7432896096214,9.821467782009375
83.2,0m 5.1s,-68,0,5.343065367713365,29.3154857249519,73.34306536771336,29.3154857249519,9.960415395075348
83.3,0m 5.2s,-71,0,5.321568881164609,30.822922116728765,76.32156888116461,30.822922116728765,10.112679305764967
83.4,0m 5.3s,-71,2,5.25322545858819,33.72217164552183,76.25322545858819,31.722171645521833,10.431468430127499
83.5,0m 5.4s,69,9,5.229881067029737,35.083176072998114,63.77011893297026,26.083176072998114,10.606073942268717
83.6,0m 5.5s,72,13,5.2803642475555534,35.10688986903366,66.71963575244445,22.106889869033658,10.599828744034298
83.7,0m 5.6s,72,13,5.240002641833939,36.433841497008686,66.75999735816606,23.433841497008686,10.777677417547405
83.8,0m 5.7s,72,13,5.2463989517405025,36.496522969298134,66.7536010482595,23.496522969298134,10.761734653355843
83.9,0m 5.8s,72,13,5.26574902854432,36.532726545364596,66.73425097145568,23.532726545364596,10.752553755636113
84.0,0m 5.9s,72,13,5.2384961923870605,37.84692325712026,66.76150380761294,24.84692325712026,10.929112129261565
84.1,0m 6.0s,-110,0,5.222394662996919,37.84124779396926,115.22239466299692,37.84124779396926,10.930505668038899
84.2,0m 6.1s,9,36,5.17131232495862,37.86168459512518,3.8286876750413796,1.8616845951251833,10.925489833139682
84.3,0m 6.2s,6,37,5.092195698371199,37.8834038909924,0.9078043016288007,0.8834038909923976,10.920165799063469
84.4,0m 6.3s,6,38,5.012579164211928,37.899612830157494,0.9874208357880718,0.10038716984250584,10.916196916102901
84.5,0m 6.4s,5,39,5.102599710178197,37.873803409837116,0.1025997101781968,1.126196590162884,10.92251832395687
84.6,0m 6.5s,5,39,5.047028649710057,36.57367273270125,0.04702864971005738,2.4263272672987526,10.74219419735563
84.7,0m 6.6s,5,39,5.102319774372859,36.57035595247128,0.10231977437285877,2.4296440475287184,10.743032409537616
84.8,0m 6.7s,5,39,5.073307568667985,36.55532432262687,0.07330756866798538,2.4446756773731266,10.746833274487749
84.9,0m 6.8s,5,39,5.187810947876699,36.603708328635044,0.18781094787669872,2.3962916713649562,10.734611230690337
85.0,0m 6.9s,5,39,5.193398673892659,36.60702937582034,0.1933986738926592,2.392970624179661,10.733773617515743
85.1,0m 7.0s,5,39,5.289734039857819,36.64097996857093,0.2897340398578194,2.3590200314290684,10.725220375718685
85.2,0m 7.1s,5,39,5.3123264821648775,36.66362226450723,0.31232648216487746,2.3363777354927677,10.719525719878508
85.3,0m 7.2s,5,39,5.415655817770357,36.67545626838116,0.4156558177703573,2.3245437316188386,10.716552477289829
85.4,0m 7.3s,5,39,5.443075505070738,36.69067232349402,0.44307550507073756,2.30932767650598,10.712732603133436
85.5,0m 7.4s,5,39,5.53331705140468,36.67322655854226,0.5333170514046799,2.326773441457739,10.717112521233327
85.6,0m 7.5s,5,39,5.589445308403015,36.696548933957246,0.5894453084030147,2.3034510660427543,10.711258256088412
85.7,0m 7.6s,5,39,5.651456812690924,36.68462582711295,0.6514568126909239,2.315374172887047,10.714250113187378
85.8,0m 7.7s,5,39,5.72129831198734,36.70896532656784,0.72129831198734,2.291034673432158,10.7081448873762
85.9,0m 7.8s,5,39,5.875859004617553,36.67953648979523,0.8758590046175527,2.3204635102047675,10.715527827503116
86.0,0m 7.9s,5,39,5.979577784140417,36.69302675160731,0.9795777841404174,2.306973248392687,10.712141852730625
86.1,0m 8.0s,5,39,5.875663070243178,36.60255222447985,0.8756630702431778,2.397447775520149,10.7349028549884
86.2,0m 8.1s,5,39,5.914846274247594,36.584025950489945,0.9148462742475942,2.415974049510055,10.739578818890697
86.3,0m 8.2s,6,40,5.847624095693732,36.5061404771054,0.15237590430626824,3.4938595228946028,10.75929379287196
86.4,0m 8.3s,6,40,5.848506637708965,36.47908056074732,0.15149336229103483,3.5209194392526797,10.766165023382477
86.5,0m 8.4s,6,40,5.8130340471686,36.40475699857165,0.18696595283140027,3.5952430014283507,10.785095378564323
86.6,0m 8.5s,6,40,5.817436783218852,36.36778032150233,0.18256321678114773,3.6322196784976697,10.794545004378577
86.7,0m 8.6s,5,39,5.755124297000378,36.29678613727573,0.7551242970003784,2.703213862724269,10.812747158325601
86.8,0m 8.7s,5,39,5.741448969930616,36.25455204627802,0.7414489699306159,2.7454479537219783,10.823612574058112
86.9,0m 8.8s,5,39,5.701720767375804,36.2013655079239,0.7017207673758037,2.798634492076097,10.837335178832102
87.0,0m 8.9s,5,39,5.670960372125279,36.16682283642386,0.670960372125279,2.8331771635761385,10.846271162762744
87.1,0m 9.0s,5,39,5.594433469769712,36.126385465568006,0.5944334697697116,2.8736145344319937,10.856755829897105
87.2,0m 9.1s,5,39,5.53853365816866,37.376145601921564,0.5385336581686602,1.6238543980784357,11.046297281267298
87.3,0m 9.2s,5,39,5.474435481976798,37.36977566923249,0.47443548197679775,1.6302243307675113,11.047905240694135
87.4,0m 9.3s,5,39,5.417013368696189,37.351496269159675,0.417013368696189,1.648503730840325,11.052522860935907
87.5,0m 9.4s,5,39,5.331170166288814,38.58211175575154,0.331170166288814,0.4178882442484593,11.241180508396582
87.6,0m 9.5s,5,39,5.273786295465214,39.75520515838676,0.2737862954652144,0.7552051583867581,11.438778432554464
87.7,0m 9.6s,5,39,5.2799477515809485,40.91230092945174,0.27994775158094853,1.9123009294517388,11.635309561460444
87.8,0m 9.7s,6,40,5.2544705264217555,42.02346129597412,0.7455294735782445,2.0234612959741227,11.838045165664845
87.9,0m 9.8s,6,40,5.188595706437951,43.107264242956944,0.8114042935620489,3.107264242956944,12.04273534827629
